t,dx_px,dy_px,angle_x,angle_y,valid,spot_id,spot_score,height,roll_deg,pitch_deg,yaw_deg,rollspeed,pitchspeed,yawspeed,vn,ve,v_fwd,v_right,x,y,disp_n,disp_e
0.250,0.0,0.0,nan,nan,0,0,0,0.960,-0.04,-2.75,-169.40,0.0638,-0.2692,0.0882,-0.0910,0.0422,0.0817,-0.0583,-1.2327,-0.3819,-0.0381,-0.0140
0.302,0.0,0.0,nan,nan,0,0,0,0.960,0.23,-3.07,-168.68,0.0609,0.1635,0.0841,-0.0910,0.0422,0.0810,-0.0593,-1.2327,-0.3819,-0.0381,-0.0140
0.351,0.0,0.0,nan,nan,0,0,0,0.970,0.47,-1.29,-167.93,0.0408,0.4538,0.0835,-0.0950,0.0258,0.0875,-0.0451,-1.2435,-0.3786,-0.0490,-0.0108
0.400,0.0,0.0,nan,nan,0,0,0,0.970,0.47,-1.29,-167.93,0.0408,0.4538,0.0835,-0.0864,0.0069,0.0830,-0.0248,-1.2554,-0.3771,-0.0608,-0.0092
0.450,0.0,0.0,nan,nan,0,0,0,0.970,0.58,0.65,-167.15,-0.0020,0.1696,0.0723,-0.0864,0.0069,0.0827,-0.0259,-1.2554,-0.3771,-0.0608,-0.0092
0.500,0.0,0.0,nan,nan,0,0,0,0.970,0.58,0.65,-167.15,-0.0020,0.1696,0.0723,-0.0446,-0.0058,0.0448,-0.0042,-1.2614,-0.3749,-0.0668,-0.0071
0.551,0.0,0.0,nan,nan,0,0,0,0.960,0.49,0.13,-166.46,-0.0338,-0.3224,0.0626,-0.0446,-0.0058,0.0447,-0.0048,-1.2614,-0.3749,-0.0668,-0.0071
0.601,0.0,0.0,nan,nan,0,0,0,0.960,0.49,0.13,-166.46,-0.0338,-0.3224,0.0626,0.0167,-0.0182,-0.0120,0.0216,-1.2591,-0.3743,-0.0645,-0.0064
0.650,0.0,0.0,nan,nan,0,0,0,0.960,0.27,-1.91,-165.85,-0.0414,-0.3614,0.0564,0.0167,-0.0182,-0.0117,0.0217,-1.2591,-0.3743,-0.0645,-0.0064
0.701,0.0,0.0,nan,nan,0,0,0,0.960,0.27,-1.91,-165.85,-0.0414,-0.3614,0.0564,0.0478,-0.0315,-0.0387,0.0422,-1.2563,-0.3755,-0.0617,-0.0076
0.750,0.0,0.0,nan,nan,0,0,0,0.960,0.00,-2.78,-165.21,-0.0395,0.0884,0.0536,0.0478,-0.0315,-0.0382,0.0427,-1.2563,-0.3755,-0.0617,-0.0076
0.801,0.0,0.0,nan,nan,0,0,0,0.960,0.00,-2.78,-165.21,-0.0395,0.0884,0.0536,0.0489,-0.0476,-0.0351,0.0586,-1.2581,-0.3788,-0.0635,-0.0109
0.850,0.0,0.0,nan,nan,0,0,0,0.960,-0.25,-1.47,-164.64,-0.0513,0.3246,0.0527,0.0489,-0.0476,-0.0345,0.0589,-1.2581,-0.3788,-0.0635,-0.0109
0.901,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.960,-0.25,-1.47,-164.64,-0.0513,0.3246,0.0527,0.0564,-0.0577,-0.0391,0.0706,-1.2588,-0.3830,-0.0642,-0.0151
0.950,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.970,-0.59,-0.35,-164.06,-0.0727,0.0032,0.0453,0.0564,-0.0577,-0.0383,0.0709,-1.2588,-0.3830,-0.0642,-0.0151
1.001,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.970,-0.59,-0.35,-164.06,-0.0727,0.0032,0.0453,0.0859,-0.0568,-0.0670,0.0782,-1.2527,-0.3866,-0.0581,-0.0188
1.051,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.970,-1.02,-1.60,-163.52,-0.0830,-0.4208,0.0330,0.1203,-0.0499,-0.1012,0.0820,-1.2383,-0.3897,-0.0438,-0.0218
1.100,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.930,-1.47,-3.99,-162.99,-0.0704,-0.3635,0.0265,0.1203,-0.0499,-0.1005,0.0829,-1.2383,-0.3897,-0.0438,-0.0218
1.151,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.930,-1.47,-3.99,-162.99,-0.0704,-0.3635,0.0265,0.1203,-0.0499,-0.1005,0.0829,-1.2383,-0.3897,-0.0438,-0.0218
1.201,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.930,-1.82,-4.72,-162.56,-0.0557,0.0949,0.0248,0.1168,-0.0462,-0.0976,0.0791,-1.2278,-0.3933,-0.0332,-0.0255
1.250,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.930,-1.82,-4.72,-162.56,-0.0557,0.0949,0.0248,0.1168,-0.0462,-0.0976,0.0791,-1.2278,-0.3933,-0.0332,-0.0255
1.300,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.940,-2.11,-3.42,-162.21,-0.0510,0.2999,0.0222,0.0841,-0.0448,-0.0664,0.0684,-1.2231,-0.3981,-0.0285,-0.0302
1.350,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.940,-2.11,-3.42,-162.21,-0.0510,0.2999,0.0222,0.0841,-0.0448,-0.0664,0.0684,-1.2231,-0.3981,-0.0285,-0.0302
1.401,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.950,-2.37,-2.48,-161.88,-0.0435,-0.0078,0.0146,0.0512,-0.0210,-0.0421,0.0359,-1.2088,-0.4062,-0.0142,-0.0383
1.451,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.950,-2.46,-2.87,-161.70,-0.0306,-0.2389,0.0102,0.0512,-0.0210,-0.0420,0.0360,-1.2088,-0.4062,-0.0142,-0.0383
1.501,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.960,-2.52,-3.80,-161.51,-0.0126,-0.3804,0.0045,0.0453,0.0011,-0.0433,0.0133,-1.1962,-0.4059,-0.0016,-0.0381
1.551,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.960,-2.53,-4.90,-161.33,0.0084,-0.3565,0.0015,0.0453,0.0011,-0.0432,0.0135,-1.1962,-0.4059,-0.0016,-0.0381
1.601,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.950,-2.50,-5.63,-161.19,0.0218,-0.1898,-0.0018,0.0065,0.0146,-0.0108,-0.0118,-1.1890,-0.4046,0.0055,-0.0367
1.650,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.950,-2.41,-5.83,-161.06,0.0329,0.0703,-0.0006,0.0065,0.0146,-0.0109,-0.0117,-1.1890,-0.4046,0.0055,-0.0367
1.700,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.960,-2.31,-5.35,-160.99,0.0380,0.2908,-0.0018,-0.0501,0.0201,0.0408,-0.0353,-1.1914,-0.4039,0.0032,-0.0360
1.750,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.960,-2.19,-4.23,-160.93,0.0364,0.3906,-0.0044,-0.0501,0.0201,0.0407,-0.0354,-1.1914,-0.4039,0.0032,-0.0360
1.801,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.960,-2.09,-3.27,-160.89,0.0359,0.3328,-0.0064,-0.0793,0.0293,0.0653,-0.0536,-1.1948,-0.4017,-0.0002,-0.0339
1.850,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.960,-1.97,-2.55,-160.85,0.0400,0.1396,-0.0115,-0.0793,0.0293,0.0653,-0.0537,-1.1948,-0.4017,-0.0002,-0.0339
1.901,-379.0,-205.0,-0.20029164850711823,0.3647018074989319,1,0,6,0.940,-1.81,-2.47,-160.79,0.0524,-0.0900,-0.0180,-0.0794,0.0447,0.0603,-0.0683,-1.1966,-0.3967,-0.0020,-0.0288
1.950,0.0,0.0,nan,nan,0,0,0,0.940,-1.66,-2.93,-160.75,0.0669,-0.2418,-0.0222,-0.0794,0.0447,0.0602,-0.0683,-1.1966,-0.3967,-0.0020,-0.0288
2.001,0.0,0.0,nan,nan,0,0,0,0.940,-1.44,-3.69,-160.71,0.0821,-0.2610,-0.0280,-0.0848,0.0528,0.0626,-0.0778,-1.1990,-0.3903,-0.0044,-0.0225
2.050,-407.0,-88.0,-0.08662507683038712,0.38785627484321594,1,1,127,0.940,-1.19,-4.30,-160.68,0.0871,-0.1345,-0.0276,-0.0956,0.0514,0.0732,-0.0801,-1.2022,-0.3875,-0.0076,-0.0196
2.101,-400.0,-94.0,-0.09236668050289154,0.38132327795028687,1,1,127,0.940,-0.91,-4.35,-160.68,0.0850,0.0984,-0.0297,-0.1099,0.0466,0.0883,-0.0803,-1.2079,-0.3853,-0.0133,-0.0175
2.150,-395.0,-104.0,-0.10206281393766403,0.3767780661582947,1,1,127,0.940,-0.70,-3.80,-160.70,0.0750,0.3086,-0.0283,-0.1216,0.0401,0.1015,-0.0781,-1.2151,-0.3840,-0.0205,-0.0162
2.201,-389.0,-125.0,-0.12248103320598602,0.37156471610069275,1,1,127,0.940,-0.50,-2.71,-160.71,0.0620,0.4279,-0.0313,-0.1263,0.0348,0.1077,-0.0745,-1.2229,-0.3831,-0.0283,-0.0152
2.250,-385.0,-152.0,-0.14877206087112427,0.3685147166252136,1,1,127,0.940,-0.34,-1.50,-160.74,0.0510,0.3828,-0.0329,-0.1195,0.0320,0.1022,-0.0696,-1.2293,-0.3815,-0.0347,-0.0136
2.301,-375.0,-186.0,-0.18158423900604248,0.360119104385376,1,1,127,0.940,-0.19,-0.62,-160.77,0.0479,0.2135,-0.0387,-0.1032,0.0315,0.0870,-0.0638,-1.2336,-0.3790,-0.0390,-0.0112
2.351,-372.0,-198.0,-0.1931498497724533,0.35770612955093384,1,1,127,0.950,-0.06,-0.33,-160.81,0.0479,-0.0236,-0.0456,-0.1032,0.0315,0.0871,-0.0637,-1.2336,-0.3790,-0.0390,-0.0112
2.401,-368.0,-200.0,-0.19492118060588837,0.35395118594169617,1,1,127,0.950,0.08,-0.68,-160.87,0.0495,-0.2119,-0.0493,-0.0603,0.0296,0.0473,-0.0477,-1.2377,-0.3740,-0.0431,-0.0062
2.450,-364.0,-191.0,-0.18599575757980347,0.34977465867996216,1,1,127,0.960,0.23,-1.42,-160.95,0.0470,-0.2810,-0.0564,-0.0440,0.0247,0.0335,-0.0378,-1.2394,-0.3720,-0.0448,-0.0041
2.501,-356.0,-170.0,-0.16528181731700897,0.34139877557754517,1,1,127,0.960,0.36,-2.14,-161.04,0.0407,-0.2076,-0.0593,-0.0342,0.0171,0.0268,-0.0273,-1.2418,-0.3708,-0.0472,-0.0029
2.550,-354.0,-167.0,-0.16229881346225739,0.3393935263156891,1,1,127,0.970,0.46,-2.47,-161.13,0.0276,-0.0159,-0.0590,-0.0342,0.0171,0.0268,-0.0272,-1.2418,-0.3708,-0.0472,-0.0029
2.601,-352.0,-167.0,-0.16222967207431793,0.3374832272529602,1,1,127,0.970,0.52,-2.20,-161.23,0.0116,0.1838,-0.0586,-0.0231,-0.0044,0.0233,-0.0033,-1.2482,-0.3709,-0.0536,-0.0030
2.650,-353.0,-174.0,-0.16905716061592102,0.33866068720817566,1,1,127,0.970,0.52,-1.45,-161.32,-0.0113,0.3144,-0.0588,-0.0136,-0.0143,0.0175,0.0092,-1.2515,-0.3718,-0.0569,-0.0039
2.701,-357.0,-204.0,-0.19833078980445862,0.3435613214969635,1,1,127,0.970,0.46,-0.53,-161.42,-0.0287,0.3057,-0.0618,0.0028,-0.0216,0.0042,0.0214,-1.2534,-0.3728,-0.0588,-0.0050
2.751,-360.0,-217.0,-0.21108633279800415,0.3469680845737457,1,1,127,0.970,0.36,0.16,-161.54,-0.0431,0.1572,-0.0674,0.0028,-0.0216,0.0041,0.0214,-1.2534,-0.3728,-0.0588,-0.0050
2.801,-365.0,-220.0,-0.21423660218715668,0.3519003093242645,1,1,127,0.970,0.23,0.30,-161.68,-0.0469,-0.0585,-0.0725,0.0516,-0.0269,-0.0406,0.0418,-1.2518,-0.3740,-0.0572,-0.0062
2.850,-368.0,-209.0,-0.2036789059638977,0.3543148636817932,1,1,127,0.970,0.10,-0.20,-161.83,-0.0478,-0.2626,-0.0781,0.0756,-0.0282,-0.0631,0.0504,-1.2484,-0.3743,-0.0538,-0.0064
2.901,-376.0,-178.0,-0.17382390797138214,0.36078453063964844,1,1,127,0.970,-0.04,-1.15,-162.00,-0.0486,-0.3674,-0.0808,0.0936,-0.0299,-0.0798,0.0573,-1.2446,-0.3744,-0.0500,-0.0065
2.950,-382.0,-158.0,-0.15452933311462402,0.3658409118652344,1,1,127,0.950,-0.18,-2.17,-162.18,-0.0520,-0.3207,-0.0833,0.0936,-0.0299,-0.0799,0.0571,-1.2446,-0.3744,-0.0500,-0.0065
3.001,-387.0,-143.0,-0.14003732800483704,0.37015148997306824,1,1,127,0.950,-0.32,-2.83,-162.35,-0.0579,-0.1668,-0.0821,0.1016,-0.0376,-0.0854,0.0667,-1.2406,-0.3763,-0.0460,-0.0084
3.050,-393.0,-131.0,-0.12848016619682312,0.37552985548973083,1,1,127,0.950,-0.52,-3.03,-162.56,-0.0738,0.0451,-0.0827,0.0968,-0.0441,-0.0792,0.0711,-1.2390,-0.3788,-0.0444,-0.0109
3.101,-407.0,-126.0,-0.12401075661182404,0.38872286677360535,1,1,127,0.950,-0.72,-2.72,-162.73,-0.0859,0.1904,-0.0836,0.0939,-0.0471,-0.0756,0.0729,-1.2378,-0.3806,-0.0432,-0.0127
3.151,-416.0,-129.0,-0.12725672125816345,0.3973742723464966,1,1,127,0.950,-0.98,-2.04,-162.96,-0.0872,0.2233,-0.0855,0.0954,-0.0475,-0.0773,0.0733,-1.2346,-0.3834,-0.0400,-0.0155
3.201,-424.0,-133.0,-0.13147862255573273,0.4051100015640259,1,1,127,0.950,-1.22,-1.53,-163.17,-0.0804,0.1207,-0.0896,0.1025,-0.0434,-0.0855,0.0712,-1.2299,-0.3851,-0.0353,-0.0172
3.250,-431.0,-134.0,-0.13271836936473846,0.4118094742298126,1,1,127,0.950,-1.40,-1.46,-163.36,-0.0715,-0.0593,-0.0931,0.1101,-0.0386,-0.0944,0.0685,-1.2249,-0.3858,-0.0303,-0.0179
3.301,-444.0,-114.0,-0.11333119124174118,0.4236152470111847,1,1,127,0.950,-1.58,-1.92,-163.58,-0.0582,-0.2545,-0.0952,0.1184,-0.0318,-0.1046,0.0640,-1.2178,-0.3865,-0.0232,-0.0186
3.350,-449.0,-93.0,-0.09259464591741562,0.42785927653312683,1,1,127,0.930,-1.72,-2.84,-163.79,-0.0492,-0.3712,-0.0995,0.1184,-0.0318,-0.1048,0.0636,-1.2178,-0.3865,-0.0232,-0.0186
3.401,-454.0,-69.0,-0.06880439072847366,0.4321485161781311,1,1,127,0.930,-1.85,-4.01,-164.03,-0.0490,-0.3441,-0.1008,0.1108,-0.0204,-0.1010,0.0501,-1.2035,-0.3889,-0.0089,-0.0211
3.450,-458.0,-49.0,-0.048920974135398865,0.43566378951072693,1,1,127,0.950,-1.96,-4.75,-164.23,-0.0519,-0.2038,-0.1012,0.0975,-0.0184,-0.0889,0.0442,-1.1997,-0.3904,-0.0051,-0.0225
3.501,-467.0,-26.0,-0.026029247790575027,0.44399523735046387,1,1,127,0.950,-2.11,-5.07,-164.49,-0.0541,0.0117,-0.0986,0.0710,-0.0147,-0.0645,0.0332,-1.1960,-0.3920,-0.0014,-0.0241
3.551,-472.0,-25.0,-0.025066576898097992,0.44873350858688354,1,1,127,0.970,-2.22,-4.81,-164.73,-0.0513,0.1834,-0.0988,0.0710,-0.0147,-0.0647,0.0329,-1.1960,-0.3920,-0.0014,-0.0241
3.601,-476.0,-30.0,-0.030117159709334373,0.4525640308856964,1,1,127,0.970,-2.32,-4.16,-165.02,-0.0378,0.2558,-0.1006,0.0358,-0.0057,-0.0331,0.0147,-1.1919,-0.3942,0.0027,-0.0264
3.650,-479.0,-37.0,-0.03717918321490288,0.4554707109928131,1,1,127,0.950,-2.38,-3.49,-165.31,-0.0203,0.2003,-0.1025,0.0232,0.0025,-0.0231,0.0034,-1.1900,-0.3951,0.0045,-0.0272
3.701,-483.0,-45.0,-0.045274797827005386,0.4593519866466522,1,1,127,0.950,-2.40,-3.11,-165.60,-0.0018,0.0564,-0.1051,0.0167,0.0121,-0.0192,-0.0076,-1.1871,-0.3951,0.0075,-0.0272
3.750,-483.0,-42.0,-0.0422566793859005,0.4593188464641571,1,1,127,0.970,-2.36,-3.23,-165.88,0.0163,-0.1275,-0.1108,0.0167,0.0121,-0.0192,-0.0077,-1.1871,-0.3951,0.0075,-0.0272
3.801,-482.0,-31.0,-0.031179971992969513,0.458267480134964,1,1,127,0.970,-2.28,-3.81,-166.16,0.0251,-0.2508,-0.1122,0.0049,0.0310,-0.0121,-0.0289,-1.1809,-0.3933,0.0137,-0.0254
3.851,-477.0,-4.0,-0.004016944672912359,0.4534026086330414,1,1,127,0.960,-2.17,-4.58,-166.43,0.0319,-0.2571,-0.1173,-0.0078,0.0384,-0.0014,-0.0392,-1.1788,-0.3914,0.0158,-0.0235
3.901,-472.0,2.0,0.0020053491462022066,0.44865667819976807,1,1,127,0.960,-2.04,-5.17,-166.72,0.0329,-0.1308,-0.1147,-0.0274,0.0435,0.0166,-0.0487,-1.1790,-0.3894,0.0156,-0.0215
3.951,-471.0,6.0,0.006014187354594469,0.44771185517311096,1,1,127,0.960,-1.92,-5.30,-167.04,0.0328,0.0529,-0.1168,-0.0274,0.0435,0.0169,-0.0486,-1.1790,-0.3894,0.0156,-0.0215
4.001,-467.0,2.0,0.002002275548875332,0.443913072347641,1,1,127,0.960,-1.79,-4.86,-167.37,0.0352,0.2435,-0.1145,-0.0734,0.0488,0.0609,-0.0637,-1.1846,-0.3860,0.0100,-0.0181
4.050,-461.0,-24.0,-0.023983560502529144,0.4382907748222351,1,1,127,0.960,-1.65,-4.00,-167.72,0.0417,0.3428,-0.1182,-0.0899,0.0511,0.0769,-0.0690,-1.1890,-0.3847,0.0056,-0.0169
4.101,-458.0,-39.0,-0.038937758654356,0.4355582594871521,1,1,127,0.960,-1.49,-3.03,-168.08,0.0508,0.3175,-0.1220,-0.0982,0.0536,0.0850,-0.0727,-1.1937,-0.3831,0.0009,-0.0152
4.151,-454.0,-53.0,-0.05285171791911125,0.4319162666797638,1,1,127,0.960,-1.31,-2.31,-168.44,0.0642,0.1832,-0.1271,-0.0989,0.0563,0.0856,-0.0750,-1.1982,-0.3809,-0.0036,-0.0130
4.201,-448.0,-63.0,-0.06271287053823471,0.42635834217071533,1,1,127,0.960,-1.10,-2.04,-168.81,0.0689,0.0157,-0.1304,-0.0943,0.0589,0.0811,-0.0760,-1.2014,-0.3778,-0.0068,-0.0099
4.251,-444.0,-60.0,-0.059658609330654144,0.422518789768219,1,1,127,0.970,-0.89,-2.27,-169.18,0.0676,-0.1413,-0.1349,-0.0885,0.0597,0.0757,-0.0753,-1.2040,-0.3747,-0.0094,-0.0068
4.301,-433.0,-53.0,-0.05253726989030838,0.4119914174079895,1,1,127,0.970,-0.70,-2.77,-169.56,0.0538,-0.1892,-0.1389,-0.0868,0.0581,0.0748,-0.0728,-1.2082,-0.3719,-0.0136,-0.0040
4.351,-427.0,-47.0,-0.04651406779885292,0.40623360872268677,1,1,127,0.950,-0.42,-3.41,-170.04,0.1322,-0.2328,-0.1721,-0.0868,0.0581,0.0754,-0.0722,-1.2082,-0.3719,-0.0136,-0.0040
4.400,-417.0,-32.0,-0.031585849821567535,0.3966233730316162,1,1,127,0.950,0.22,-4.02,-170.39,0.2410,-0.1207,-0.0490,-0.0911,0.0698,0.0782,-0.0841,-1.2186,-0.3665,-0.0240,0.0013
4.450,-404.0,-34.0,-0.03344819322228432,0.3843168616294861,1,1,127,0.970,0.61,-3.67,-170.26,0.0729,0.2953,0.1232,-0.1225,0.0461,0.1129,-0.0661,-1.2259,-0.3641,-0.0313,0.0038
4.501,-390.0,-79.0,-0.07744231820106506,0.37156277894973755,1,1,127,0.970,0.79,-2.68,-169.62,0.0953,0.4451,0.3484,-0.1384,0.0464,0.1277,-0.0705,-1.2345,-0.3624,-0.0399,0.0055
4.551,-382.0,-111.0,-0.10859044641256332,0.36457377672195435,1,1,127,0.970,1.04,-1.41,-168.37,0.0994,0.4216,0.5043,-0.1384,0.0464,0.1262,-0.0733,-1.2345,-0.3624,-0.0399,0.0055
4.601,-369.0,-139.0,-0.13555693626403809,0.3528883755207062,1,1,127,0.970,1.27,-0.38,-166.63,0.0558,0.2463,0.5795,-0.1197,0.0360,0.1081,-0.0627,-1.2500,-0.3586,-0.0554,0.0093
4.651,-361.0,-166.0,-0.16157279908657074,0.34604763984680176,1,1,127,0.950,1.33,-0.04,-165.06,-0.0062,0.0617,0.6460,-0.0992,0.0181,0.0912,-0.0431,-1.2540,-0.3561,-0.0594,0.0117
4.701,-347.0,-203.0,-0.19693979620933533,0.333933025598526,1,1,127,0.950,1.16,-0.06,-162.84,-0.0924,-0.0224,0.7658,-0.0868,-0.0037,0.0841,-0.0221,-1.2570,-0.3548,-0.0625,0.0130
4.751,-341.0,-217.0,-0.21023613214492798,0.32871609926223755,1,1,127,0.970,0.85,-0.18,-160.74,-0.1189,-0.0389,0.8618,-0.0868,-0.0037,0.0832,-0.0252,-1.2570,-0.3548,-0.0625,0.0130
4.800,-336.0,-230.0,-0.22257979214191437,0.3244384825229645,1,1,127,0.970,0.62,-0.35,-158.16,-0.0194,-0.0626,0.9257,-0.0591,-0.0264,0.0647,0.0025,-1.2663,-0.3562,-0.0717,0.0116
4.851,-325.0,-247.0,-0.23847532272338867,0.3145659267902374,1,1,127,0.970,0.68,-0.57,-155.55,0.0780,-0.0553,0.8908,-0.0400,-0.0396,0.0528,0.0195,-1.2728,-0.3579,-0.0782,0.0100
4.901,-312.0,-260.0,-0.2503776252269745,0.30258339643478394,1,1,127,0.950,0.97,-0.69,-153.02,0.1399,0.0021,0.8476,-0.0198,-0.0547,0.0425,0.0397,-1.2786,-0.3600,-0.0840,0.0078
4.951,-280.0,-285.0,-0.27285483479499817,0.2726851999759674,1,1,127,0.950,1.39,-0.67,-150.67,0.1683,0.0377,0.7919,-0.0198,-0.0547,0.0440,0.0379,-1.2786,-0.3600,-0.0840,0.0078
5.000,-262.0,-297.0,-0.2834988236427307,0.25570806860923767,1,1,127,0.950,1.84,-0.65,-148.47,0.1476,0.0363,0.7450,0.0313,-0.0670,0.0083,0.0735,-1.2900,-0.3683,-0.0954,-0.0005
5.051,-247.0,-305.0,-0.2904655933380127,0.2414347380399704,1,1,127,0.940,2.11,-0.62,-146.32,0.0530,0.0482,0.7615,0.0529,-0.0782,-0.0006,0.0944,-1.2949,-0.3734,-0.1003,-0.0055
5.101,-239.0,-319.0,-0.30341264605522156,0.2342178076505661,1,1,127,0.960,2.09,-0.58,-144.02,-0.0448,0.0379,0.8347,0.0730,-0.0847,-0.0093,0.1114,-1.2981,-0.3784,-0.1035,-0.0105
5.151,-223.0,-332.0,-0.3150613307952881,0.2191031575202942,1,1,127,0.960,1.79,-0.62,-141.51,-0.1298,0.0012,0.9024,0.0906,-0.0853,-0.0179,0.1231,-1.3021,-0.3833,-0.1075,-0.0155
5.200,-223.0,-344.0,-0.32641005516052246,0.2196190059185028,1,1,127,0.960,1.31,-0.75,-138.76,-0.1633,-0.0290,0.9935,0.1026,-0.0813,-0.0235,0.1287,-1.3047,-0.3884,-0.1101,-0.0206
5.251,-219.0,-353.0,-0.3347495198249817,0.2160818874835968,1,1,127,0.970,0.82,-0.94,-135.75,-0.1390,-0.0521,1.0782,0.1108,-0.0745,-0.0274,0.1307,-1.3058,-0.3927,-0.1112,-0.0249
5.301,-212.0,-352.0,-0.3335135579109192,0.20914418995380402,1,1,127,0.940,0.43,-1.17,-132.53,-0.0897,-0.0665,1.1276,0.1189,-0.0722,-0.0272,0.1365,-1.3060,-0.3979,-0.1115,-0.0300
5.351,-195.0,-366.0,-0.3460412621498108,0.19296681880950928,1,1,127,0.940,0.18,-1.39,-129.20,-0.0347,-0.0707,1.1530,0.1189,-0.0722,-0.0192,0.1378,-1.3060,-0.3979,-0.1115,-0.0300
5.401,-183.0,-375.0,-0.3540588319301605,0.18146458268165588,1,1,127,0.940,0.05,-1.61,-125.79,0.0059,-0.0736,1.1692,0.1287,-0.0677,-0.0203,0.1440,-1.3067,-0.4115,-0.1121,-0.0437
5.451,-170.0,-375.0,-0.3535937964916229,0.16858936846256256,1,1,127,0.950,0.02,-1.86,-122.35,0.0451,-0.0952,1.1621,0.1320,-0.0554,-0.0239,0.1412,-1.3050,-0.4188,-0.1104,-0.0509
5.501,-153.0,-372.0,-0.3502267897129059,0.15164799988269806,1,1,127,0.950,0.05,-2.18,-118.99,0.0608,-0.1219,1.1201,0.1326,-0.0346,-0.0340,0.1327,-1.3015,-0.4261,-0.1069,-0.0582
5.550,-123.0,-376.0,-0.3531486988067627,0.12204299122095108,1,1,127,0.950,0.08,-2.57,-115.78,0.0279,-0.1166,1.0211,0.1326,-0.0346,-0.0265,0.1344,-1.3015,-0.4261,-0.1069,-0.0582
5.600,-111.0,-370.0,-0.3472606837749481,0.10999904572963715,1,1,105,0.950,-0.09,-2.82,-112.82,-0.0285,-0.0659,0.9755,0.1227,-0.0068,-0.0414,0.1157,-1.2973,-0.4368,-0.1027,-0.0690
5.651,-102.0,-373.0,-0.3498762249946594,0.10115081816911697,1,1,46,0.970,-0.35,-2.92,-110.17,-0.0660,-0.0205,0.9685,0.1095,0.0009,-0.0386,0.1025,-1.2981,-0.4398,-0.1035,-0.0719
5.701,-93.0,-372.0,-0.3487701714038849,0.09220953285694122,1,1,127,0.980,-0.72,-2.94,-107.25,-0.0857,-0.0169,0.9446,0.0922,0.0148,-0.0414,0.0837,-1.2991,-0.4424,-0.1045,-0.0745
5.751,-79.0,-371.0,-0.3476019501686096,0.07831612229347229,1,1,127,0.980,-1.15,-2.97,-104.51,-0.1140,-0.0264,0.8454,0.0922,0.0148,-0.0374,0.0855,-1.2991,-0.4424,-0.1045,-0.0745
5.801,-75.0,-367.0,-0.3438107669353485,0.07428787648677826,1,1,79,0.980,-1.61,-3.00,-102.05,-0.1119,-0.0184,0.7441,0.0522,0.0353,-0.0454,0.0437,-1.3077,-0.4456,-0.1131,-0.0777
5.851,-71.0,-367.0,-0.34375467896461487,0.07032689452171326,1,1,109,0.960,-1.99,-2.98,-99.86,-0.0728,-0.0165,0.6551,0.0308,0.0347,-0.0394,0.0245,-1.3132,-0.4449,-0.1186,-0.0770
5.901,-70.0,-363.0,-0.34001055359840393,0.06927773356437683,1,1,127,0.950,-2.23,-3.00,-97.90,-0.0277,-0.0339,0.5606,0.0068,0.0328,-0.0334,0.0022,-1.3190,-0.4437,-0.1244,-0.0758
5.951,-57.0,-359.0,-0.33612537384033203,0.05636705085635185,1,1,69,0.950,-2.37,-3.05,-96.20,-0.0027,-0.0396,0.4652,0.0068,0.0328,-0.0334,0.0032,-1.3190,-0.4437,-0.1244,-0.0758
6.000,-50.0,-355.0,-0.33232733607292175,0.049404941499233246,1,1,127,0.950,-2.43,-3.11,-94.80,0.0041,-0.0419,0.3543,-0.0386,0.0207,-0.0174,-0.0402,-1.3288,-0.4416,-0.1343,-0.0738
6.051,-48.0,-353.0,-0.3304453194141388,0.047409623861312866,1,1,127,0.960,-2.47,-3.19,-93.72,0.0008,-0.0430,0.2278,-0.0590,0.0122,-0.0083,-0.0597,-1.3335,-0.4409,-0.1389,-0.0730
