t,dx_px,dy_px,angle_x,angle_y,valid,spot_id,spot_score,height,yaw_deg,vn,ve,v_fwd,v_right,x,y,disp_n,disp_e
59.527,-93.0,-271.0,-0.2544100284576416,0.09052658826112747,1,0,127,0.960,6.53,0.0255,-0.0155,0.0236,-0.0183,0.1199,-0.0007,0.0095,-0.0276
59.577,-95.0,-269.0,-0.2525654733181,0.09244490414857864,1,0,127,0.960,6.08,0.0211,-0.0202,0.0189,-0.0224,0.1209,-0.0004,0.0105,-0.0273
59.627,-96.0,-271.0,-0.2544494867324829,0.09344514459371567,1,0,127,0.960,5.50,0.0121,-0.0261,0.0095,-0.0272,0.1215,-0.0004,0.0110,-0.0273
59.676,-97.0,-272.0,-0.25539830327033997,0.09443202614784241,1,0,127,0.970,5.01,0.0052,-0.0294,0.0027,-0.0297,0.1214,-0.0007,0.0109,-0.0276
59.727,-99.0,-270.0,-0.2535546123981476,0.09634922444820404,1,0,127,0.970,4.43,-0.0035,-0.0322,-0.0060,-0.0319,0.1209,-0.0013,0.0104,-0.0282
59.777,-102.0,-271.0,-0.25453218817710876,0.09928178042173386,1,0,127,1.000,3.83,-0.0124,-0.0347,-0.0147,-0.0338,0.1197,-0.0019,0.0093,-0.0288
59.827,-105.0,-266.0,-0.2498958557844162,0.10212463140487671,1,0,127,1.000,3.14,-0.0216,-0.0365,-0.0236,-0.0352,0.1179,-0.0024,0.0075,-0.0293
59.877,-108.0,-261.0,-0.2452584058046341,0.10496468096971512,1,0,127,0.970,2.54,-0.0298,-0.0391,-0.0315,-0.0378,0.1159,-0.0036,0.0054,-0.0305
59.927,-110.0,-253.0,-0.23779548704624176,0.10678718984127045,1,0,127,0.970,1.76,-0.0342,-0.0436,-0.0355,-0.0425,0.1154,-0.0062,0.0049,-0.0331
59.977,-110.0,-246.0,-0.2312384396791458,0.10668595880270004,1,0,127,0.960,1.08,-0.0364,-0.0476,-0.0373,-0.0469,0.1149,-0.0094,0.0045,-0.0363
60.027,-108.0,-238.0,-0.22371645271778107,0.10463806986808777,1,0,127,0.960,0.27,-0.0372,-0.0505,-0.0375,-0.0504,0.1144,-0.0129,0.0039,-0.0398
60.077,-107.0,-232.0,-0.21808162331581116,0.1035911813378334,1,0,127,0.960,-0.59,-0.0379,-0.0503,-0.0374,-0.0507,0.1131,-0.0161,0.0026,-0.0430
60.127,-106.0,-226.0,-0.21244661509990692,0.10254807025194168,1,0,127,0.960,-1.49,-0.0365,-0.0483,-0.0352,-0.0492,0.1121,-0.0189,0.0017,-0.0458
60.177,-108.0,-220.0,-0.20684710144996643,0.10440657287836075,1,0,127,0.940,-2.45,-0.0344,-0.0450,-0.0324,-0.0464,0.1111,-0.0214,0.0007,-0.0483
60.227,-110.0,-215.0,-0.202183336019516,0.10627666860818863,1,0,127,0.940,-3.49,-0.0320,-0.0401,-0.0295,-0.0419,0.1098,-0.0234,-0.0007,-0.0503
60.277,-112.0,-210.0,-0.19751815497875214,0.1081460490822792,1,0,127,0.980,-4.57,-0.0309,-0.0360,-0.0280,-0.0383,0.1072,-0.0254,-0.0032,-0.0523
60.327,-116.0,-201.0,-0.18912172317504883,0.11189479380846024,1,0,127,0.980,-5.72,-0.0290,-0.0315,-0.0257,-0.0342,0.1045,-0.0272,-0.0060,-0.0541
60.377,-118.0,-197.0,-0.18539094924926758,0.11377411335706711,1,0,127,0.960,-6.99,-0.0260,-0.0274,-0.0225,-0.0304,0.1019,-0.0288,-0.0086,-0.0557
60.427,-120.0,-194.0,-0.1825980842113495,0.11566463112831116,1,0,86,0.960,-8.32,-0.0216,-0.0228,-0.0181,-0.0256,0.0995,-0.0301,-0.0109,-0.0570
60.476,-121.0,-190.0,-0.17885373532772064,0.11658015847206116,1,0,127,0.950,-9.70,-0.0164,-0.0176,-0.0132,-0.0201,0.0972,-0.0311,-0.0132,-0.0580
60.527,-125.0,-186.0,-0.17514349520206451,0.12038206309080124,1,0,127,0.950,-11.18,-0.0114,-0.0118,-0.0089,-0.0138,0.0946,-0.0318,-0.0158,-0.0587
60.576,-128.0,-186.0,-0.17517942190170288,0.12326793372631073,1,0,127,0.960,-12.58,-0.0065,-0.0060,-0.0050,-0.0073,0.0917,-0.0323,-0.0187,-0.0592
60.627,-136.0,-184.0,-0.17339903116226196,0.13093698024749756,1,0,127,0.960,-13.90,-0.0019,-0.0002,-0.0018,-0.0006,0.0890,-0.0323,-0.0214,-0.0592
60.676,-142.0,-186.0,-0.17535893619060516,0.13673250377178192,1,0,127,0.950,-15.14,0.0031,0.0047,0.0017,0.0054,0.0870,-0.0319,-0.0234,-0.0588
60.727,-151.0,-186.0,-0.17548473179340363,0.14538566768169403,1,0,127,0.950,-16.28,0.0072,0.0081,0.0046,0.0098,0.0854,-0.0316,-0.0250,-0.0585
60.776,-157.0,-184.0,-0.1736893206834793,0.15112358331680298,1,0,127,0.970,-17.32,0.0112,0.0102,0.0077,0.0130,0.0842,-0.0311,-0.0262,-0.0580
60.827,-165.0,-182.0,-0.17192628979682922,0.1587798148393631,1,0,127,0.970,-18.28,0.0150,0.0120,0.0104,0.0161,0.0834,-0.0302,-0.0271,-0.0571
60.876,-171.0,-181.0,-0.17107799649238586,0.16452698409557343,1,0,127,0.960,-19.17,0.0181,0.0129,0.0128,0.0181,0.0827,-0.0295,-0.0277,-0.0564
60.927,-179.0,-183.0,-0.17309750616550446,0.17224200069904327,1,0,127,0.960,-19.98,0.0206,0.0142,0.0145,0.0204,0.0824,-0.0281,-0.0280,-0.0550
60.977,-185.0,-182.0,-0.17225711047649384,0.17798595130443573,1,0,127,1.000,-20.66,0.0230,0.0147,0.0164,0.0218,0.0828,-0.0269,-0.0277,-0.0538
61.027,-195.0,-186.0,-0.17622016370296478,0.18765848875045776,1,0,127,1.000,-21.45,0.0245,0.0152,0.0173,0.0231,0.0835,-0.0255,-0.0269,-0.0524
61.076,-202.0,-187.0,-0.17730233073234558,0.1943981647491455,1,0,127,0.960,-22.12,0.0249,0.0159,0.0171,0.0241,0.0845,-0.0232,-0.0260,-0.0501
61.126,-213.0,-187.0,-0.1775279939174652,0.20495690405368805,1,0,127,0.960,-22.71,0.0233,0.0149,0.0158,0.0228,0.0851,-0.0214,-0.0254,-0.0483
61.177,-220.0,-187.0,-0.17767861485481262,0.21167437732219696,1,0,127,0.970,-23.40,0.0215,0.0132,0.0145,0.0206,0.0860,-0.0196,-0.0244,-0.0465
61.227,-228.0,-183.0,-0.17406027019023895,0.21926267445087433,1,0,127,0.970,-24.02,0.0187,0.0101,0.0129,0.0168,0.0868,-0.0183,-0.0237,-0.0452
61.276,-232.0,-182.0,-0.1732005625963211,0.22307629883289337,1,0,127,0.960,-24.63,0.0150,0.0057,0.0113,0.0114,0.0872,-0.0174,-0.0233,-0.0443
61.327,-237.0,-179.0,-0.17046339809894562,0.22780324518680573,1,0,127,0.960,-25.17,0.0117,0.0009,0.0102,0.0058,0.0874,-0.0169,-0.0230,-0.0438
61.376,-240.0,-177.0,-0.16863025724887848,0.2306338995695114,1,0,127,0.970,-25.84,0.0088,-0.0031,0.0092,0.0010,0.0876,-0.0162,-0.0228,-0.0431
61.426,-246.0,-177.0,-0.1687694936990738,0.23638159036636353,1,0,127,0.970,-26.38,0.0078,-0.0067,0.0100,-0.0026,0.0899,-0.0156,-0.0205,-0.0425
61.476,-250.0,-176.0,-0.167912095785141,0.24019001424312592,1,0,127,0.960,-26.97,0.0057,-0.0108,0.0100,-0.0070,0.0921,-0.0153,-0.0183,-0.0422
61.526,-255.0,-175.0,-0.16707958281040192,0.2449548989534378,1,0,127,0.960,-27.55,0.0029,-0.0146,0.0094,-0.0116,0.0940,-0.0152,-0.0165,-0.0421
61.576,-257.0,-171.0,-0.1633143424987793,0.24677777290344238,1,0,127,0.910,-28.14,-0.0010,-0.0184,0.0078,-0.0167,0.0950,-0.0149,-0.0154,-0.0418
61.627,-258.0,-166.0,-0.1585696041584015,0.24762259423732758,1,0,127,0.910,-28.72,-0.0047,-0.0224,0.0066,-0.0219,0.0954,-0.0149,-0.0150,-0.0418
61.676,-257.0,-161.0,-0.15377777814865112,0.2465578019618988,1,0,127,0.970,-29.31,-0.0073,-0.0270,0.0069,-0.0271,0.0958,-0.0153,-0.0147,-0.0422
61.727,-255.0,-154.0,-0.14705808460712433,0.24450117349624634,1,0,127,0.970,-29.88,-0.0078,-0.0314,0.0089,-0.0311,0.0961,-0.0163,-0.0143,-0.0432
61.776,-253.0,-150.0,-0.1432020515203476,0.24251112341880798,1,0,127,0.950,-30.46,-0.0076,-0.0354,0.0114,-0.0343,0.0964,-0.0176,-0.0140,-0.0445
61.827,-254.0,-149.0,-0.1422690451145172,0.24344699084758759,1,0,127,0.950,-31.02,-0.0050,-0.0381,0.0153,-0.0352,0.0968,-0.0184,-0.0137,-0.0452
61.876,-254.0,-147.0,-0.14036177098751068,0.24340854585170746,1,0,127,0.950,-31.57,-0.0028,-0.0396,0.0183,-0.0352,0.0972,-0.0188,-0.0132,-0.0457
61.926,-254.0,-145.0,-0.13845442235469818,0.24337060749530792,1,0,127,0.950,-32.11,-0.0015,-0.0406,0.0203,-0.0352,0.0973,-0.0188,-0.0131,-0.0457
61.976,-255.0,-145.0,-0.13847440481185913,0.24432548880577087,1,0,127,0.960,-32.65,-0.0008,-0.0409,0.0214,-0.0349,0.0972,-0.0185,-0.0133,-0.0454
62.027,-254.0,-146.0,-0.13940811157226562,0.24338951706886292,1,0,127,0.960,-33.18,-0.0003,-0.0404,0.0219,-0.0340,0.0972,-0.0181,-0.0132,-0.0449
62.076,-252.0,-142.0,-0.13555435836315155,0.2414054572582245,1,0,127,0.950,-33.70,0.0013,-0.0388,0.0226,-0.0316,0.0977,-0.0178,-0.0128,-0.0447
62.127,-250.0,-141.0,-0.1345626413822174,0.2394779771566391,1,0,127,0.950,-34.22,0.0018,-0.0353,0.0213,-0.0282,0.0965,-0.0163,-0.0140,-0.0432
62.176,-248.0,-138.0,-0.13166581094264984,0.23751574754714966,1,0,127,0.970,-34.72,0.0013,-0.0300,0.0182,-0.0239,0.0933,-0.0133,-0.0171,-0.0402
62.227,-248.0,-138.0,-0.13166581094264984,0.23751574754714966,1,0,127,0.970,-35.22,0.0014,-0.0262,0.0162,-0.0206,0.0910,-0.0113,-0.0194,-0.0382
62.277,-250.0,-142.0,-0.13551586866378784,0.23949602246284485,1,0,127,0.970,-35.46,0.0183,-0.0247,0.0292,-0.0095,0.0884,-0.0086,-0.0221,-0.0355
62.327,-247.0,-160.0,-0.15260566771030426,0.23697498440742493,1,0,127,0.970,-34.79,0.0359,-0.0335,0.0486,-0.0071,0.0879,-0.0073,-0.0226,-0.0342
62.376,-241.0,-178.0,-0.1696043610572815,0.23161399364471436,1,0,127,0.950,-33.52,0.0393,-0.0327,0.0508,-0.0056,0.0883,-0.0060,-0.0222,-0.0329
62.427,-231.0,-194.0,-0.18457342684268951,0.22238750755786896,1,0,127,0.950,-32.23,0.0322,-0.0240,0.0401,-0.0031,0.0885,-0.0051,-0.0219,-0.0320
62.476,-221.0,-195.0,-0.1852869987487793,0.2128087431192398,1,0,127,0.970,-30.94,0.0251,-0.0135,0.0285,0.0013,0.0885,-0.0041,-0.0220,-0.0309
62.527,-207.0,-192.0,-0.18213672935962677,0.19929920136928558,1,0,127,0.970,-29.66,0.0195,-0.0061,0.0200,0.0043,0.0875,-0.0028,-0.0230,-0.0297
62.576,-199.0,-194.0,-0.18386362493038177,0.19165469706058502,1,0,127,0.970,-28.49,0.0187,0.0022,0.0154,0.0108,0.0877,-0.0022,-0.0227,-0.0291
62.627,-191.0,-200.0,-0.1893731653690338,0.1840837299823761,1,0,127,0.970,-27.05,0.0218,0.0103,0.0147,0.0190,0.0898,-0.0025,-0.0206,-0.0294
62.676,-188.0,-210.0,-0.19875597953796387,0.18139834702014923,1,0,127,0.950,-25.74,0.0252,0.0156,0.0159,0.0250,0.0918,-0.0025,-0.0186,-0.0294
62.727,-182.0,-231.0,-0.21844154596328735,0.1760609894990921,1,0,127,0.950,-24.56,0.0273,0.0218,0.0158,0.0312,0.0952,-0.0029,-0.0153,-0.0298
62.776,-178.0,-242.0,-0.2287207543849945,0.17244283854961395,1,0,127,0.960,-23.12,0.0244,0.0309,0.0103,0.0380,0.0995,-0.0028,-0.0110,-0.0297
62.827,-170.0,-259.0,-0.24454593658447266,0.1650904417037964,1,0,127,0.960,-21.94,0.0191,0.0374,0.0037,0.0418,0.1019,-0.0026,-0.0086,-0.0294
62.876,-164.0,-263.0,-0.2481715828180313,0.1593642383813858,1,0,127,0.960,-20.52,0.0083,0.0482,-0.0091,0.0480,0.1030,-0.0006,-0.0075,-0.0275
62.927,-157.0,-258.0,-0.2433173805475235,0.1524626761674881,1,0,127,0.960,-19.41,-0.0021,0.0555,-0.0204,0.0517,0.1038,-0.0019,-0.0066,-0.0288
62.976,-156.0,-248.0,-0.23389652371406555,0.15128330886363983,1,0,127,0.970,-18.47,-0.0179,0.0641,-0.0373,0.0552,0.1043,-0.0035,-0.0061,-0.0304
63.026,-159.0,-235.0,-0.2217308133840561,0.1539250612258911,1,0,127,0.970,-17.71,-0.0274,0.0680,-0.0468,0.0565,0.1050,-0.0045,-0.0054,-0.0314
63.076,-161.0,-231.0,-0.21800625324249268,0.15577946603298187,1,0,127,0.950,-17.13,-0.0249,0.0672,-0.0435,0.0569,0.1072,-0.0055,-0.0032,-0.0324
63.126,-163.0,-231.0,-0.21804524958133698,0.15771153569221497,1,0,127,0.950,-16.50,-0.0201,0.0646,-0.0377,0.0563,0.1099,-0.0065,-0.0005,-0.0334
63.176,-163.0,-235.0,-0.22180967032909393,0.15779127180576324,1,0,127,0.970,-15.85,-0.0166,0.0619,-0.0329,0.0550,0.1121,-0.0073,0.0016,-0.0342
63.227,-160.0,-247.0,-0.23303787410259247,0.1551356315612793,1,0,127,0.970,-14.84,-0.0072,0.0551,-0.0210,0.0514,0.1141,-0.0078,0.0037,-0.0347
63.277,-155.0,-254.0,-0.23951606452465057,0.15043874084949493,1,0,127,0.950,-13.43,-0.0055,0.0510,-0.0172,0.0483,0.1150,-0.0073,0.0046,-0.0342
63.327,-149.0,-251.0,-0.2365771383047104,0.144563227891922,1,0,127,0.950,-12.00,-0.0147,0.0521,-0.0252,0.0479,0.1151,-0.0061,0.0047,-0.0330
63.377,-147.0,-242.0,-0.22808395326137543,0.14245302975177765,1,0,127,0.960,-10.83,-0.0315,0.0527,-0.0409,0.0459,0.1136,-0.0045,0.0032,-0.0314
63.427,-149.0,-224.0,-0.2112026810646057,0.14406123757362366,1,0,127,0.960,-9.70,-0.0308,0.0530,-0.0393,0.0471,0.1115,-0.0024,0.0010,-0.0293
63.477,-150.0,-218.0,-0.2055780440568924,0.14492326974868774,1,0,127,0.970,-8.36,-0.0193,0.0460,-0.0258,0.0427,0.1116,-0.0006,0.0011,-0.0275
63.526,-147.0,-212.0,-0.19988632202148438,0.14193060994148254,1,0,127,0.970,-7.16,-0.0177,0.0356,-0.0220,0.0331,0.1126,0.0016,0.0021,-0.0253
63.577,-143.0,-213.0,-0.20076300203800201,0.13808947801589966,1,0,127,0.970,-6.13,-0.0093,0.0261,-0.0120,0.0250,0.1149,0.0041,0.0044,-0.0228
63.627,-134.0,-216.0,-0.20344439148902893,0.12945368885993958,1,0,127,0.970,-5.34,-0.0019,0.0187,-0.0036,0.0184,0.1170,0.0059,0.0065,-0.0210
63.677,-130.0,-221.0,-0.20808038115501404,0.12566737830638885,1,0,127,0.970,-4.71,0.0035,0.0128,0.0024,0.0131,0.1178,0.0074,0.0073,-0.0195
63.727,-125.0,-225.0,-0.21176181733608246,0.12089697271585464,1,0,127,0.970,-4.22,0.0078,0.0082,0.0071,0.0088,0.1188,0.0085,0.0084,-0.0184
63.777,-125.0,-227.0,-0.21363846957683563,0.12092634290456772,1,0,127,0.980,-3.83,0.0135,0.0076,0.0129,0.0085,0.1203,0.0098,0.0098,-0.0171
63.826,-129.0,-219.0,-0.2061881273984909,0.12467233836650848,1,0,127,0.980,-3.50,0.0222,0.0084,0.0217,0.0098,0.1214,0.0116,0.0109,-0.0153
63.877,-134.0,-214.0,-0.20156587660312653,0.12942391633987427,1,0,127,0.970,-3.32,0.0295,0.0053,0.0291,0.0070,0.1219,0.0133,0.0115,-0.0136
63.926,-140.0,-205.0,-0.1931973397731781,0.13507550954818726,1,0,127,0.970,-3.32,0.0368,-0.0016,0.0369,0.0005,0.1223,0.0138,0.0118,-0.0131
63.977,-141.0,-205.0,-0.19321215152740479,0.13603906333446503,1,0,127,0.950,-3.40,0.0487,-0.0127,0.0494,-0.0098,0.1233,0.0133,0.0129,-0.0136
64.027,-137.0,-210.0,-0.19785217940807343,0.13225790858268738,1,0,127,0.950,-3.52,0.0607,-0.0256,0.0621,-0.0218,0.1263,0.0119,0.0158,-0.0150
64.077,-133.0,-214.0,-0.20155119895935059,0.12845921516418457,1,0,127,0.950,-3.63,0.0719,-0.0372,0.0741,-0.0326,0.1304,0.0095,0.0199,-0.0174
64.127,-123.0,-229.0,-0.21548590064048767,0.1190226599574089,1,0,127,0.950,-3.77,0.0794,-0.0466,0.0823,-0.0413,0.1345,0.0062,0.0241,-0.0207
64.177,-121.0,-231.0,-0.21733319759368896,0.1171182170510292,1,0,127,0.960,-4.03,0.0835,-0.0531,0.0871,-0.0471,0.1382,0.0025,0.0277,-0.0244
64.227,-116.0,-238.0,-0.2238256335258484,0.1123824343085289,1,0,103,0.960,-4.41,0.0846,-0.0569,0.0888,-0.0502,0.1411,-0.0006,0.0306,-0.0275
64.276,-116.0,-239.0,-0.22476299107074738,0.11239689588546753,1,0,127,0.970,-4.82,0.0840,-0.0595,0.0887,-0.0522,0.1434,-0.0027,0.0330,-0.0296
64.326,-115.0,-239.0,-0.22474884986877441,0.11142880469560623,1,0,127,0.970,-5.44,0.0834,-0.0622,0.0889,-0.0540,0.1448,-0.0042,0.0343,-0.0311
64.377,-114.0,-238.0,-0.22379757463932037,0.11044646054506302,1,0,127,0.950,-6.13,0.0831,-0.0672,0.0898,-0.0580,0.1461,-0.0069,0.0356,-0.0338
64.427,-107.0,-246.0,-0.23119738698005676,0.10377852618694305,1,0,127,0.950,-6.85,0.0836,-0.0736,0.0918,-0.0631,0.1485,-0.0111,0.0381,-0.0380
64.477,-104.0,-250.0,-0.23490320146083832,0.10092521458864212,1,0,127,0.970,-7.80,0.0835,-0.0773,0.0933,-0.0653,0.1511,-0.0153,0.0407,-0.0422
64.527,-94.0,-267.0,-0.2506817579269409,0.09144549071788788,1,0,127,0.970,-8.78,0.0765,-0.0762,0.0873,-0.0636,0.1533,-0.0195,0.0429,-0.0464
64.577,-92.0,-269.0,-0.25252678990364075,0.0895271897315979,1,0,127,1.000,-10.17,0.0702,-0.0725,0.0819,-0.0589,0.1551,-0.0231,0.0446,-0.0500
64.626,-86.0,-282.0,-0.2646051049232483,0.08385627716779709,1,0,127,1.000,-11.07,0.0655,-0.0701,0.0778,-0.0562,0.1558,-0.0255,0.0454,-0.0524
64.676,-85.0,-285.0,-0.2673962712287903,0.08292058855295181,1,0,127,0.960,-12.08,0.0565,-0.0610,0.0680,-0.0479,0.1555,-0.0273,0.0451,-0.0541
64.726,-84.0,-289.0,-0.27112147212028503,0.08199756592512131,1,0,127,0.960,-12.85,0.0513,-0.0525,0.0617,-0.0398,0.1553,-0.0316,0.0448,-0.0585
64.777,-84.0,-290.0,-0.27205580472946167,0.08201072365045547,1,0,127,0.970,-13.70,0.0461,-0.0436,0.0551,-0.0314,0.1548,-0.0355,0.0444,-0.0624
64.827,-84.0,-290.0,-0.27205580472946167,0.08201072365045547,1,0,127,0.970,-14.50,0.0398,-0.0368,0.0478,-0.0256,0.1541,-0.0387,0.0437,-0.0656
64.877,-80.0,-287.0,-0.26920434832572937,0.07806959003210068,1,0,127,0.970,-15.28,0.0311,-0.0345,0.0391,-0.0251,0.1543,-0.0424,0.0438,-0.0693
64.927,-72.0,-284.0,-0.2663131058216095,0.07023202627897263,1,0,127,0.970,-16.04,0.0237,-0.0305,0.0312,-0.0228,0.1537,-0.0459,0.0433,-0.0728
64.977,-69.0,-284.0,-0.266282320022583,0.06730657815933228,1,0,127,0.940,-16.76,0.0187,-0.0231,0.0246,-0.0167,0.1530,-0.0491,0.0425,-0.0760
65.027,-64.0,-286.0,-0.2681012749671936,0.06245024874806404,1,0,127,0.940,-17.43,0.0150,-0.0127,0.0181,-0.0076,0.1521,-0.0515,0.0417,-0.0784
65.076,-65.0,-287.0,-0.26904428005218506,0.06343581527471542,1,0,76,0.940,-18.05,0.0116,-0.0004,0.0111,0.0032,0.1513,-0.0530,0.0408,-0.0799
65.127,-76.0,-286.0,-0.2682243585586548,0.074155792593956,1,0,127,0.940,-18.64,0.0075,0.0119,0.0033,0.0137,0.1507,-0.0530,0.0403,-0.0799
65.177,-81.0,-285.0,-0.26734763383865356,0.07902006059885025,1,0,127,0.950,-19.18,0.0015,0.0221,-0.0059,0.0213,0.1494,-0.0521,0.0390,-0.0790
65.227,-92.0,-278.0,-0.2609427273273468,0.08964836597442627,1,0,119,0.950,-19.71,-0.0052,0.0287,-0.0146,0.0253,0.1473,-0.0515,0.0368,-0.0784
65.277,-95.0,-276.0,-0.2591124475002289,0.09254182875156403,1,0,127,0.960,-20.22,-0.0114,0.0325,-0.0219,0.0265,0.1444,-0.0509,0.0340,-0.0778
65.326,-96.0,-263.0,-0.246965691447258,0.09333588927984238,1,0,127,0.960,-20.73,-0.0148,0.0358,-0.0265,0.0283,0.1418,-0.0499,0.0314,-0.0768
65.377,-96.0,-259.0,-0.2432231307029724,0.09328271448612213,1,0,127,0.940,-21.22,-0.0159,0.0384,-0.0287,0.0300,0.1398,-0.0491,0.0293,-0.0760
65.426,-98.0,-250.0,-0.23482568562030792,0.09510635584592819,1,0,127,0.940,-21.69,-0.0141,0.0424,-0.0287,0.0342,0.1371,-0.0479,0.0267,-0.0748
65.476,-99.0,-246.0,-0.23109371960163116,0.09602456539869308,1,0,127,0.940,-22.14,-0.0116,0.0455,-0.0279,0.0378,0.1356,-0.0467,0.0252,-0.0736
65.527,-112.0,-241.0,-0.2265813946723938,0.10855254530906677,1,0,127,0.940,-22.55,-0.0076,0.0497,-0.0260,0.0430,0.1341,-0.0443,0.0237,-0.0712
65.577,-116.0,-240.0,-0.22570037841796875,0.11241146177053452,1,0,127,0.970,-22.94,-0.0056,0.0506,-0.0249,0.0444,0.1330,-0.0418,0.0225,-0.0687
65.626,-133.0,-239.0,-0.22502310574054718,0.12885136902332306,1,0,127,0.970,-23.34,-0.0063,0.0499,-0.0256,0.0433,0.1311,-0.0394,0.0207,-0.0663
65.676,-139.0,-235.0,-0.22136768698692322,0.13458819687366486,1,0,127,0.950,-23.68,-0.0084,0.0463,-0.0263,0.0390,0.1285,-0.0368,0.0181,-0.0636
65.727,-143.0,-225.0,-0.2120409607887268,0.13828450441360474,1,0,127,0.950,-24.11,-0.0106,0.0390,-0.0256,0.0312,0.1248,-0.0343,0.0143,-0.0612
65.777,-143.0,-222.0,-0.20922186970710754,0.13823461532592773,1,0,127,0.970,-24.47,-0.0106,0.0337,-0.0236,0.0262,0.1225,-0.0328,0.0120,-0.0597
65.827,-141.0,-209.0,-0.19697223603725433,0.1360992193222046,1,0,127,0.970,-24.90,-0.0083,0.0274,-0.0191,0.0213,0.1201,-0.0310,0.0097,-0.0579
65.876,-142.0,-209.0,-0.19698745012283325,0.1370631903409958,1,0,127,0.940,-25.29,-0.0018,0.0207,-0.0105,0.0180,0.1183,-0.0286,0.0079,-0.0555
65.926,-147.0,-206.0,-0.19424375891685486,0.14183543622493744,1,0,127,0.940,-25.65,0.0030,0.0163,-0.0044,0.0160,0.1175,-0.0271,0.0070,-0.0540
65.977,-149.0,-207.0,-0.1952158361673355,0.1437782496213913,1,0,127,0.960,-25.98,0.0090,0.0102,0.0036,0.0131,0.1169,-0.0256,0.0065,-0.0525
66.027,-159.0,-206.0,-0.19443903863430023,0.1533956080675125,1,0,127,0.960,-26.33,0.0130,0.0030,0.0103,0.0085,0.1166,-0.0241,0.0061,-0.0510
66.077,-161.0,-205.0,-0.19353149831295013,0.15530486404895782,1,0,118,0.950,-26.69,0.0148,-0.0057,0.0158,0.0016,0.1162,-0.0231,0.0057,-0.0500
66.127,-164.0,-208.0,-0.19640907645225525,0.15824638307094574,1,0,127,0.950,-26.69,0.0140,-0.0150,0.0193,-0.0071,0.1147,-0.0227,0.0042,-0.0495
66.177,-162.0,-206.0,-0.19449041783809662,0.1562850922346115,1,0,127,0.970,-27.44,0.0106,-0.0267,0.0217,-0.0188,0.1130,-0.0230,0.0025,-0.0499
66.227,-153.0,-192.0,-0.18116264045238495,0.14739693701267242,1,0,127,0.970,-27.86,0.0044,-0.0218,0.0140,-0.0172,0.1111,-0.0233,0.0006,-0.0502
66.277,-150.0,-181.0,-0.17076340317726135,0.14435416460037231,1,0,127,0.950,-28.89,-0.0144,-0.0142,-0.0058,-0.0194,0.1084,-0.0233,-0.0020,-0.0502
66.326,-152.0,-166.0,-0.15666401386260986,0.1460752934217453,1,0,111,0.950,-29.66,-0.0348,-0.0016,-0.0294,-0.0186,0.1053,-0.0230,-0.0051,-0.0499
66.377,-157.0,-150.0,-0.14164723455905914,0.15067237615585327,1,0,127,0.950,-31.19,-0.0491,0.0240,-0.0544,-0.0049,0.1019,-0.0214,-0.0086,-0.0483
66.427,-172.0,-136.0,-0.12861663103103638,0.16486696898937225,1,0,127,0.950,-32.18,-0.0645,0.0612,-0.0872,0.0174,0.0986,-0.0185,-0.0119,-0.0453
66.477,-185.0,-142.0,-0.1344536542892456,0.17737750709056854,1,0,127,0.970,-32.20,-0.0698,0.0788,-0.1010,0.0295,0.0944,-0.0150,-0.0161,-0.0419
66.527,-190.0,-146.0,-0.13830696046352386,0.18221545219421387,1,0,127,0.970,-32.08,-0.0839,0.0881,-0.1179,0.0301,0.0884,-0.0103,-0.0221,-0.0372
66.576,-192.0,-144.0,-0.13644355535507202,0.18410085141658783,1,0,127,0.970,-32.60,-0.1013,0.0963,-0.1372,0.0266,0.0814,-0.0049,-0.0291,-0.0318
66.627,-191.0,-133.0,-0.1260201781988144,0.1829979121685028,1,0,127,0.970,-33.89,-0.1196,0.1011,-0.1556,0.0173,0.0728,0.0010,-0.0377,-0.0259
66.676,-190.0,-113.0,-0.10707641392946243,0.18180833756923676,1,0,127,0.970,-35.49,-0.1268,0.1143,-0.1696,0.0195,0.0632,0.0080,-0.0472,-0.0189
66.727,-190.0,-74.0,-0.0701388269662857,0.18146473169326782,1,0,127,0.970,-36.35,-0.1148,0.1328,-0.1712,0.0389,0.0545,0.0161,-0.0559,-0.0108
66.777,-191.0,-51.0,-0.04834897443652153,0.18228217959403992,1,0,127,0.950,-36.14,-0.0952,0.1417,-0.1604,0.0583,0.0479,0.0246,-0.0625,-0.0023
66.827,-203.0,-26.0,-0.024682017043232918,0.19360662996768951,1,0,127,0.950,-35.60,-0.0811,0.1369,-0.1457,0.0641,0.0435,0.0329,-0.0669,0.0061
66.877,-212.0,-13.0,-0.012353861704468727,0.20213809609413147,1,0,127,0.950,-35.61,-0.0632,0.1200,-0.1213,0.0608,0.0408,0.0397,-0.0697,0.0128
66.927,-225.0,-6.0,-0.005710734520107508,0.21448586881160736,1,0,127,0.950,-36.57,-0.0526,0.1024,-0.1033,0.0509,0.0384,0.0450,-0.0720,0.0181
66.977,-233.0,-1.0,-0.00095275609055534,0.22208404541015625,1,0,127,0.960,-38.20,-0.0459,0.0880,-0.0905,0.0408,0.0350,0.0492,-0.0754,0.0223
67.027,-234.0,2.0,0.0019057588651776314,0.2230341136455536,1,0,127,0.960,-39.62,-0.0412,0.0848,-0.0858,0.0390,0.0318,0.0532,-0.0787,0.0263
